Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option2 name,Option2 value,Option3 name,Option3 value,Price,Price / International,Compare-at price,Compare-at price / International,Cost per item,Charge tax,Tax code,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
Jumbo Sized Beard Oil,jumbo-sized-beard-oil,"<h3>Description</h3><p>Finally, beard oil in a size suitable for big beards. </p><p>1 gallon growler comes with a convenient finger hoop for on-the-go oiling.</p><p><strong>This is a real product!</strong></p>",Texas Beard Company,All Products > Beard Care,Beard Care,"All Products,Beard Care,All Products,Beard Kits and Gifts,All Products,Beard Care,Beard Oil & Balm",true,active,jumbo-oil,,Title,Default,,,,,599.00,,,,0.00,true,,shopify,0,deny,11,g,true,manual,/Shared/Images/Product/Jumbo-Sized-Beard-Oil/gallon-oil.jpg,1,Jumbo Sized Beard Oil,,false,Jumbo Sized Beard Oil,"Finally, beard oil in a size suitable for big beards. 1 gallon growler comes with a convenient finger hoop for on-the-go oiling.This is a real product!",,,,jumbo-oil,,,new,,,,,,
Cinnamon Mint Beard Balm (Limited Edition),cinnamon-mint-beard-balm-limited-edition,"<h3>Description</h3><p>Just in time for the holidays, Cinnamon Mint beard balm has a refreshing blend of cinnamon and peppermint essential oils to perk up your day.</p><p>Texas Beard Company Beard Balm is has similar properties and benefits to our <a href=""/beard-oil"">all natural beard oils</a>. It will help keep your hair healthy, strong, and manageable.</p><p>In addition to oils we blend in naturally deodorized Shea Butter, Cocoa Butter, and Coconut oil. We use naturally deodorized butters because you don't want your balm to smell like chocolate!</p><p>Unlike other balms on the market, our balm is not thick and hard like a wax. Our balm is whipped which gives it a smooth creamy consistency. This is much more labor intensive and time consuming, but it's worth it to have a better product.</p><p>Comes in a 2oz tin.</p><hr><h3>Ingredients</h3><p>Texas Beard Company products are made with all natural ingredients.</p><p>Base Balm Blend</p><ul><li>Cocoa Butter</li><li>Shea Butter</li><li>Coconut Oil</li><li>Golden Jojoba Oil</li><li>Sweet Almond Oil</li><li>Grapeseed Oil</li><li>Avocado Oil</li></ul><p>Essential Oil (Scent) Blend</p><ul><li>Cinnamon</li><li>Peppermint</li></ul>",Texas Beard Company,All Products > Beard Care > Beard Oil & Balm > Beard Balms,Beard Balms,"All Products,Beard Care,Beard Oil & Balm,Beard Balms,All Products,Beard Care,Seasonal Scents,All Products,Beard Care,Beard Oil & Balm,Singles",false,draft,balm-cinnamint,,Title,Default,,,,,19.99,,21.99,,0.00,true,,shopify,0,deny,6,g,true,manual,/Shared/Images/Product/Cinnamon-Mint-Beard-Balm-Limited-Edition/cinnamon-mint-1.jpg,1,Cinnamon Mint Beard Balm (Limited Edition),,false,Cinnamon Mint Beard Balm (Limited Edition),"Just in time for the holidays, Cinnamon Mint beard balm has a refreshing blend of cinnamon and peppermint essential oils to perk up your day.Texas Beard Company Beard Balm is has similar properties and benefits to our all natural beard oils. It will help keep your hair healthy, strong",,,,balm-cinnamint,,,new,,,,,,
Carbon Fiber Beard Comb,carbon-fiber-beard-comb,"<h3>Description</h3><p>We teamed up with the Chicago Comb Company to introduce the new Model 1 Carbon Fiber. This comb is based on the patented design of the acclaimed original Model 1 comb. This revolutionary design has a loop at the end to hold the comb while combing the hair, or to hang up the comb after use. At 5.5 inches (14 cm) long with medium-fine teeth, it's the perfect comb for everyday use and easily fits in your pocket or travel bag.</p><p>Made of a very high quality carbon fiber composite that's ultra smooth, strong, and light. Carbon fiber is also naturally anti-static, unlike traditional plastic combs which can give you unpleasant ""static shock."" It's also heat- and chemical-resistant, unlike regular combs, and is far more durable. A truly professional-grade comb.</p><p>Originally introduced on Kickstarter, where it became most successful hair comb ever launched there (out of 30+ other comb projects). Designed and made in U.S.A</p>",Chicago Comb Company,All Products > Beard Grooming > Combs and Brushes,Combs and Brushes,"All Products,Beard Grooming,Combs and Brushes",true,active,carbon-comb,,Title,Default,,,,,14.99,,,,0.00,true,,shopify,0,deny,2,g,true,manual,/Shared/Images/Product/Carbon-Fiber-Beard-Comb/carbon-comb.jpg,1,Carbon Fiber Beard Comb,,false,Carbon Fiber Beard Comb,"We teamed up with the Chicago Comb Company to introduce the new Model 1 Carbon Fiber. This comb is based on the patented design of the acclaimed original Model 1 comb. This revolutionary design has a loop at the end to hold the comb while combing the hair, or to hang up the comb after use. At 5.5 inches (14 cm) long",,,,stache-comb,,,new,,,,,,
Texas Beard Co Pomade,texas-beard-co-pomade,"<h3>Description</h3><p>Texas Beard Co. Pomade is a great all natural pomade. Use it in your hair or your beard to get a nice classic style. It has a medium hold with a matte sheen and a slight natural, earthy scent.</p><p>2 fl oz jar (same as our balm).</p><hr><h3>Ingredients</h3><ul><li>Shea Butter</li><li>Caribou Wax</li><li>Beeswax</li><li>Vitamin E</li><li>Avocado Oil</li></ul>",,All Products > Beard Grooming,Beard Grooming,"All Products,Beard Grooming,All Products,Beard Care,Beard Oil & Balm",false,draft,pomade,,Title,Default,,,,,15.99,,0.00,,0.00,true,,shopify,0,deny,6,g,true,manual,/Shared/Images/Product/Texas-Beard-Co-Pomade/pomade1.jpg,1,Texas Beard Co Pomade,,false,Texas Beard Co Pomade,"Texas Beard Co. Pomade is a great all natural pomade. Use it in your hair or your beard to get a nice classic style. It has a medium hold with a matte sheen and a slight natural, earthy scent.2 fl oz jar (same as our balm).",,,,,,,new,,,,,,
Medium Beard Claw Comb,medium-beard-claw-comb,"<h3>Description</h3><p>These medium sized beard combs are laser cut out of walnut and come with a loose-fitted wooden case.</p><p>Dimensions of the comb (without case) is 2.5""x2.75"". This size and the fact that it has a protective case make it perfect for everyday pocket carry.</p>",Texas Beard Company,All Products > Beard Grooming > Combs and Brushes,Combs and Brushes,"All Products,Beard Grooming,Combs and Brushes",false,draft,beard-claw,,Title,Default,,,,,15.99,,,,0.00,true,,shopify,0,deny,3,g,true,manual,/Shared/Images/Product/Medium-Beard-Claw-Comb/IMG_20181115_185314.jpg,1,Medium Beard Claw Comb,,false,Medium Beard Claw Comb,"These medium sized beard combs are laser cut out of walnut and come with a loose-fitted wooden case.Dimensions of the comb (without case) is 2.5""x2.75"". This size and the fact that it has a protective case make it perfect for everyday pocket carry.",,,,beard-claw,,,new,,,,,,
Cherry Bomb Beard Balm,cherry-bomb-beard-balm,"<h3>Description</h3><p>The Cherry Bomb blend features a blend of sweet cherry, vanilla, and a hint of sandalwood.</p>
<p>Texas Beard Company Beard Balm is has similar properties and benefits to our <a href=""/beard-oil"">all natural beard oils</a>. It will help keep your hair healthy, strong, and manageable.</p>
<p>In addition to oils we blend in naturally deodorized Shea Butter, Cocoa Butter, and Coconut oil. We use naturally deodorized butters because you don't want your balm to smell like chocolate!</p>
<p>Unlike other balms on the market, ours has no wax. This means that our balm will not be as hard as others and also much easier to apply. </p>
<p>Comes in a 2oz tin.</p><hr><h3>Ingredients</h3><p>Texas Beard Company products are made with all natural ingredients.</p>
<p>Base Balm Blend</p>
<ul><li>Cocoa Butter</li><li>Shea Butter</li><li>Coconut Oil</li><li>Golden Jojoba Oil</li><li>Sweet Almond Oil</li><li>Grapeseed Oil</li><li>Avocado Oil</li></ul>
<p>Essential Oil (Scent) Blend</p>
<ul><li>Cherry Oil</li><li>Vanilla Extract</li><li>Sandalwood Oil</li></ul>",Texas Beard Company,All Products > Beard Care > Beard Oil & Balm > Beard Balms,Beard Balms,"All Products,Beard Care,Beard Oil & Balm,Beard Balms,Scents,Cherry Bomb,All Products,Beard Care,Beard Oil & Balm,Singles",true,active,balm-cherry,,Title,Default,,,,,19.99,,,,0.00,true,,shopify,0,deny,6,g,true,manual,/Shared/Images/Product/Cherry-Bomb-Beard-Balm/balm-cherry-bomb.jpg,1,Cherry Bomb Beard Balm,,false,Cherry Bomb Beard Balm,"The Cherry Bomb blend features a blend of sweet cherry, vanilla, and a hint of sandalwood.
Texas Beard Company Beard Balm is has similar properties and benefits to our all natural beard oils. It will help keep your hair healthy, strong, and manageable.
In addition to oils we bl",,,,balm-cherry,,,new,,,,,,
Tumbleweed - 1/2oz Trial Beard Balm,tumbleweed-12oz-trial-beard-balm,"<h3>Description</h3><p>This 1/2oz trial size balm is a great way to try out our balm and/or a new scent.</p>
<p>Tumbleweed Beard Balm is for the beardsman that loves a nose full of the natural.  Tumbleweed is only made with our base ingredients and has no added essential (scent) oils. This is a great choice if you wear cologne and don't want conflicting scents.</p>
<p>Texas Beard Company Beard Balm is has similar properties and benefits to our <a href=""https://www.texasbeardcompany.com/beard-oil"">all natural beard oils</a>. It will help keep your hair healthy, strong, and manageable.</p>
<p>In addition to oils we blend in naturally deodorized Shea Butter, Cocoa Butter, and Coconut oil. We use naturally deodorized butters because you don't want your balm to smell like chocolate!</p>
<p>Unlike other balms on the market, ours has no wax. This means that our balm will not be as hard as others and also much easier to apply.</p><hr><h3>Ingredients</h3><p data-children-count=""0""></p><hr><h3>Additional Information</h3><p data-children-count=""0""></p><hr><h3>More Details</h3><p data-children-count=""0""></p><hr><h3>Additional Information</h3><p data-children-count=""0""></p>",Texas Beard Company,All Products > Beard Care > Beard Oil & Balm > Beard Balms,Beard Balms,"All Products,Beard Care,Beard Oil & Balm,Beard Balms,All Products,Beard Care,Beard Oil & Balm,Beard Balms,Trial Sizes,Scents,Tumbleweed",true,active,trial-balm-tw,,Title,Default,,,,,5.99,,,,0.00,true,,shopify,0,deny,2,g,true,manual,/Shared/Images/Product/Tumbleweed-Beard-Balm-1-2oz-Trial-Size/IMG_0978.jpg,1,Tumbleweed - 1/2oz Trial Beard Balm,,false,Tumbleweed - 1/2oz Trial Beard Balm,"This 1/2oz trial size balm is a great way to try out our balm and/or a new scent.
Tumbleweed Beard Balm is for the beardsman that loves a nose full of the natural.  Tumbleweed is only made with our base ingredients and has no added essential (scent) oils. This is a great choice if you wear cologne and don't ",,,,,,,new,,,,,,
Clove Citrus - 1/2oz Trial Beard Balm,clove-citrus-12oz-trial-beard-balm,"<h3>Description</h3><p>This 1/2oz trial size balm is a great way to try out our balm and/or a new scent.</p><p>Texas Beard Company Beard Balm is has similar properties and benefits to our <a href=""https://www.texasbeardcompany.com/beard-oil"">all natural beard oils</a>. It will help keep your hair healthy, strong, and manageable.</p>
<p>In addition to oils we blend in naturally deodorized Shea Butter, Cocoa Butter, and Coconut oil. We use naturally deodorized butters because you don't want your balm to smell like chocolate!</p>
<p>Unlike other balms on the market, ours has no wax. This means that our balm will not be as hard as others and also much easier to apply.</p><hr><h3>Ingredients</h3><p data-children-count=""0""></p><hr><h3>Additional Information</h3><p data-children-count=""0""></p><hr><h3>More Details</h3><p data-children-count=""0""></p><hr><h3>Additional Information</h3><p data-children-count=""0""></p>",Texas Beard Company,All Products > Beard Care > Beard Oil & Balm > Beard Balms,Beard Balms,"All Products,Beard Care,Beard Oil & Balm,Beard Balms,All Products,Beard Care,Beard Oil & Balm,Beard Balms,Trial Sizes,Scents,Clove Citrus",true,active,trial-balm-cz,,Title,Default,,,,,5.99,,,,0.00,true,,shopify,0,deny,2,g,true,manual,/Shared/Images/Product/Clove-Citrus-Beard-Balm-1-2oz-Trial-Size/IMG_0979.jpg,1,Clove Citrus - 1/2oz Trial Beard Balm,,false,Clove Citrus - 1/2oz Trial Beard Balm,"This 1/2oz trial size balm is a great way to try out our balm and/or a new scent.Texas Beard Company Beard Balm is has similar properties and benefits to our all natural beard oils. It will help keep your hair healthy, strong, and manageable.
I",,,,,,,new,,,,,,
Mint Eucalyptus - 1/2oz Trial Beard Balm,mint-eucalyptus-12oz-trial-beard-balm,"<h3>Description</h3><p data-children-count=""0"">This 1/2oz trial size balm is a great way to try out our balm and/or a new scent.</p><p>Texas Beard Company Beard Balm is has similar properties and benefits to our <a href=""https://www.texasbeardcompany.com/beard-oil"">all natural beard oils</a>. It will help keep your hair healthy, strong, and manageable.</p>
<p>In addition to oils we blend in naturally deodorized Shea Butter, Cocoa Butter, and Coconut oil. We use naturally deodorized butters because you don't want your balm to smell like chocolate!</p>
<p>Unlike other balms on the market, ours has no wax. This means that our balm will not be as hard as others and also much easier to apply.</p><hr><h3>Ingredients</h3><p data-children-count=""0""></p><hr><h3>Additional Information</h3><p data-children-count=""0""></p><hr><h3>More Details</h3><p data-children-count=""0""></p><hr><h3>Additional Information</h3><p data-children-count=""0""></p>",Texas Beard Company,All Products > Beard Care > Beard Oil & Balm > Beard Balms,Beard Balms,"All Products,Beard Care,Beard Oil & Balm,Beard Balms,All Products,Beard Care,Beard Oil & Balm,Beard Balms,Trial Sizes,Scents,Mint Eucalyptus",true,active,trial-balm-pep,,Title,Default,,,,,5.99,,,,0.00,true,,shopify,0,deny,2,g,true,manual,/Shared/Images/Product/Mint-Eucalyptus-Beard-Balm-1-2oz-Trial-Size/IMG_0974.jpg,1,Mint Eucalyptus - 1/2oz Trial Beard Balm,,false,Mint Eucalyptus - 1/2oz Trial Beard Balm,"This 1/2oz trial size balm is a great way to try out our balm and/or a new scent.Texas Beard Company Beard Balm is has similar properties and benefits to our all natural beard oils. It will help keep your hair healthy, strong, a",,,,,,,new,,,,,,
Big Thicket - 1/2oz Trial Beard Balm,big-thicket-12oz-trial-beard-balm,"<h3>Description</h3><p data-children-count=""0"">This 1/2oz trial size balm is a great way to try out our balm and/or a new scent.</p><p>Big Thicket is scented with a subtle blend of Cedarwood and Pine Needle essential oils to smell just like the famous Texas forest. It has been said to bring back memories of <a href=""http://ratemybeard.net/?p=5130"" target=""_blank"">childhood Christmas as well as Nordig ""gl̦gg""</a>.</p>
<p>Texas Beard Company Beard Balm is has similar properties and benefits to our <a href=""https://www.texasbeardcompany.com/beard-oil"">all natural beard oils</a>. It will help keep your hair healthy, strong, and manageable.</p>
<p>In addition to oils we blend in naturally deodorized Shea Butter, Cocoa Butter, and Coconut oil. We use naturally deodorized butters because you don't want your balm to smell like chocolate!</p>
<p>Unlike other balms on the market, ours has no wax. This means that our balm will not be as hard as others and also much easier to apply. </p><hr><h3>Ingredients</h3><p data-children-count=""0""></p><hr><h3>Additional Information</h3><p data-children-count=""0""></p><hr><h3>More Details</h3><p data-children-count=""0""></p><hr><h3>Additional Information</h3><p data-children-count=""0""></p>",Texas Beard Company,All Products > Beard Care > Beard Oil & Balm > Beard Balms,Beard Balms,"All Products,Beard Care,Beard Oil & Balm,Beard Balms,All Products,Beard Care,Beard Oil & Balm,Beard Balms,Trial Sizes,Scents,Big Thicket",true,active,trial-balm-bt,,Title,Default,,,,,5.99,,,,0.00,true,,shopify,0,deny,2,g,true,manual,/Shared/Images/Product/Big-Thicket-Beard-Balm-1-2oz-Trial-Size/IMG_0975.jpg,1,Big Thicket - 1/2oz Trial Beard Balm,,false,Big Thicket - 1/2oz Trial Beard Balm,"This 1/2oz trial size balm is a great way to try out our balm and/or a new scent.Big Thicket is scented with a subtle blend of Cedarwood and Pine Needle essential oils to smell just like the famous Texas forest. It has been said to bring back memories of <a href=""http://ratemybeard.net",,,,,,,new,,,,,,
Green Belt - 1/2oz Trial Beard Balm,green-belt-12oz-trial-beard-balm,"<h3>Description</h3><p>This 1/2oz trial size balm is a great way to try out our balm and/or a new scent.</p><p>With essences of Tea Tree, Lime, and Basil, this Green Belt Beard Balm with its wild/soothing/natural scent will make you think you're walking through the trails of Austin's Green Belt.</p>
<p>Texas Beard Company Beard Balm is has similar properties and benefits to our <a href=""https://www.texasbeardcompany.com/beard-oil"">all natural beard oils</a>. It will help keep your hair healthy, strong, and manageable.</p>
<p>In addition to oils we blend in naturally deodorized Shea Butter, Cocoa Butter, and Coconut oil. We use naturally deodorized butters because you don't want your balm to smell like chocolate!</p>
<p>Unlike other balms on the market, ours has no wax. This means that our balm will not be as hard as others and also much easier to apply.</p><hr><h3>Ingredients</h3><p data-children-count=""0""></p><hr><h3>Additional Information</h3><p data-children-count=""0""></p><hr><h3>More Details</h3><p data-children-count=""0""></p><hr><h3>Additional Information</h3><p data-children-count=""0""></p>",Texas Beard Company,All Products > Beard Care > Beard Oil & Balm > Beard Balms,Beard Balms,"All Products,Beard Care,Beard Oil & Balm,Beard Balms,All Products,Beard Care,Beard Oil & Balm,Beard Balms,Trial Sizes,Scents,Green Belt",true,active,trial-balm-green-belt,,Title,Default,,,,,5.99,,,,0.00,true,,shopify,0,deny,2,g,true,manual,/Shared/Images/Product/Green-Belt-Beard-Balm-1-2oz-Trial-Size/IMG_0977.jpg,1,Green Belt - 1/2oz Trial Beard Balm,,false,Green Belt - 1/2oz Trial Beard Balm,"This 1/2oz trial size balm is a great way to try out our balm and/or a new scent.With essences of Tea Tree, Lime, and Basil, this Green Belt Beard Balm with its wild/soothing/natural scent will make you think you're walking through the trails of Austin's Green Belt.
Texas Beard Company Beard Balm is h",,,,,,,new,,,,,,
Cherry Bomb - 1/2oz Trial Beard Balm,cherry-bomb-12oz-trial-beard-balm,"<h3>Description</h3><p data-children-count=""0"">This 1/2oz trial size balm is a great way to try out our balm and/or a new scent.</p><p>The Cherry Bomb blend features a blend of sweet cherry, vanilla, and a hint of sandalwood.</p>
<p>Texas Beard Company Beard Balm is has similar properties and benefits to our <a href=""https://www.texasbeardcompany.com/beard-oil"">all natural beard oils</a>. It will help keep your hair healthy, strong, and manageable.</p>
<p>In addition to oils we blend in naturally deodorized Shea Butter, Cocoa Butter, and Coconut oil. We use naturally deodorized butters because you don't want your balm to smell like chocolate!</p>
<p>Unlike other balms on the market, ours has no wax. This means that our balm will not be as hard as others and also much easier to apply.</p><hr><h3>Ingredients</h3><p data-children-count=""0""></p><hr><h3>Additional Information</h3><p data-children-count=""0""></p><hr><h3>More Details</h3><p data-children-count=""0""></p><hr><h3>Additional Information</h3><p data-children-count=""0""></p>",Texas Beard Company,All Products > Beard Care > Beard Oil & Balm > Beard Balms,Beard Balms,"All Products,Beard Care,Beard Oil & Balm,Beard Balms,All Products,Beard Care,Beard Oil & Balm,Beard Balms,Trial Sizes,Scents,Cherry Bomb",true,active,trial-balm-cherry,,Title,Default,,,,,5.99,,,,0.00,true,,shopify,0,deny,2,g,true,manual,/Shared/Images/Product/Cherry-Bomb-Beard-Balm-1-2oz-Trial-Size/IMG_0980.jpg,1,Cherry Bomb - 1/2oz Trial Beard Balm,,false,Cherry Bomb - 1/2oz Trial Beard Balm,"This 1/2oz trial size balm is a great way to try out our balm and/or a new scent.The Cherry Bomb blend features a blend of sweet cherry, vanilla, and a hint of sandalwood.
Texas Beard Company Beard Balm is has similar properties and benefits to our <a href=""https://www.texasbea",,,,,,,new,,,,,,
Night Cap - 1/2oz Trial Beard Balm,night-cap-12oz-trial-beard-balm,"<h3>Description</h3><p data-children-count=""0"">This 1/2oz trial size balm is a great way to try out our balm and/or a new scent.</p><p>Night Cap is our overnight scent, made specifically for when you wind down and hit the hay. Created with soothing mixes of natural fragrances, Night Cap helps in capturing a good night sleep. Made with Lavender Oil, Lime Oil, and Bergamot Oil, Night Cap is a mellow scent that is perfect for your overnight beard conditioning.</p>
<p>Texas Beard Company Beard Balm is has similar properties and benefits to our <a href=""https://www.texasbeardcompany.com/beard-oil"">all natural beard oils</a>. It will help keep your hair healthy, strong, and manageable.</p>
<p>In addition to oils we blend in naturally deodorized Shea Butter, Cocoa Butter, and Coconut oil. We use naturally deodorized butters because you don't want your balm to smell like chocolate!</p>
<p>Unlike other balms on the market, ours has no wax. This means that our balm will not be as hard as others and also much easier to apply.</p><hr><h3>Ingredients</h3><p data-children-count=""0""></p><hr><h3>Additional Information</h3><p data-children-count=""0""></p><hr><h3>More Details</h3><p data-children-count=""0""></p><hr><h3>Additional Information</h3><p data-children-count=""0""></p>",Texas Beard Company,All Products > Beard Care > Beard Oil & Balm > Beard Balms,Beard Balms,"All Products,Beard Care,Beard Oil & Balm,Beard Balms,All Products,Beard Care,Beard Oil & Balm,Beard Balms,Trial Sizes,Scents,Night Cap",true,active,trial-balm-night-cap,,Title,Default,,,,,5.99,,,,0.00,true,,shopify,0,deny,2,g,true,manual,/Shared/Images/Product/Night-Cap-Beard-Balm-1-2oz-Trial-Size/IMG_0976.jpg,1,Night Cap - 1/2oz Trial Beard Balm,,false,Night Cap - 1/2oz Trial Beard Balm,"This 1/2oz trial size balm is a great way to try out our balm and/or a new scent.Night Cap is our overnight scent, made specifically for when you wind down and hit the hay. Created with soothing mixes of natural fragrances, Night Cap helps in capturing a good night sleep. Made with Lav",,,,,,,new,,,,,,
Pecan Coffee Beard Balm,pecan-coffee-beard-balm,"<h3>Description</h3><p data-children-count=""0"">FINALLY! After over 4 years of requests, we are finally offering Pecan Coffee Beard Balm. We combine our Pecan Coffee Oil with Cocoa Butter, Shea Butter, and Coconut oil as well as added Organic Coffee essential oil to get that great coffee scent you all love.</p>
<p data-children-count=""0"">Texas Beard Company Beard Balm is has similar properties and benefits to our <a href=""https://www.texasbeardcompany.com/beard-oil"">all natural beard oils</a>. It will help keep your hair healthy, strong, and manageable.<br></p>
<p data-children-count=""0"">In addition to oils we blend in naturally deodorized Shea Butter, Cocoa Butter, and Coconut oil. We use naturally deodorized butters because you don't want your balm to smell like chocolate!</p>
<p data-children-count=""0"">Unlike other balms on the market, ours has no wax. This means that our balm will not be as hard as others and also much easier to apply.</p>
<p data-children-count=""0"">Comes in a 2oz jar.</p><hr><h3>Ingredients</h3><p data-children-count=""0"">Texas Beard Company products are made with all natural ingredients.</p>
<p data-children-count=""0"">Base Balm Blend</p>
<ul data-children-count=""0"">
<li>Cocoa Butter</li><li>Shea Butter</li><li>Coconut Oil</li><li>Golden Jojoba Oil</li><li>Sweet Almond Oil</li><li>Grapeseed Oil</li><li>Avocado Oil</li></ul>
<p data-children-count=""0"">Essential Oil (Scent) Blend</p>
<ul data-children-count=""0"">
<li>Organic Coffee</li></ul>",Texas Beard Company,All Products > Beard Care > Beard Oil & Balm > Beard Balms,Beard Balms,"All Products,Beard Care,Beard Oil & Balm,Beard Balms,Scents,Pecan Coffee,All Products,Beard Care,Beard Oil & Balm,Singles",true,active,balm-coffee,,Title,Default,,,,,19.99,,,,0.00,true,,shopify,0,deny,6,g,true,manual,/Shared/Images/Product/Pecan-Coffee-Beard-Balm/beard-balm-pecan-coffee.jpg,1,Pecan Coffee Beard Balm,,false,Pecan Coffee Beard Balm,"FINALLY! After over 4 years of requests, we are finally offering Pecan Coffee Beard Balm. We combine our Pecan Coffee Oil with Cocoa Butter, Shea Butter, and Coconut oil as well as added Organic Coffee essential oil to get that great coffee scent you all love.
",,,,balm-coffee,,,new,,,,,,
Carbon Fiber Beard Pick,carbon-fiber-beard-pick,"<h3>Description</h3><p data-children-count=""0"">Model 7 Carbon Fiber is the ultimate new detangling, styling, and pick comb for men & women of all backgrounds. At 6"" (15.2 cm) high and 2.7"" (6.8 cm) wide, with teeth up to 3"" (7.6 cm) long, it's perfect for long, curly, natural, and thick hair, as well as big beards, Afros, and pompadour hair styles.<br></p>
<p></p>
<p>Made of a very high quality carbon fiber composite that's ultra smooth, strong, and light. Model 7 is naturally anti-static, unlike traditional plastic combs which can give you unpleasant ""static shock."" Model 7 is also heat- and chemical-resistant, unlike regular combs, and is far more durable. A truly professional-grade comb.</p>
<p></p>
<p>Model 7 is the newest addition to Chicago Comb's acclaimed lineup of carbon fiber combs, which were originally introduced on Kickstarter and became the most successful hair combs ever launched there. Made by Chicago Comb, maker of the world's finest combs. Made in U.S.A.</p><p data-children-count=""0""></p><hr><h3>Ingredients</h3><p data-children-count=""0""></p><hr><h3>Additional Information</h3><p data-children-count=""0""></p><hr><h3>More Details</h3><p data-children-count=""0""></p><hr><h3>Additional Information</h3><p data-children-count=""0""></p>",Chicago Comb Company,All Products > Beard Grooming > Combs and Brushes,Combs and Brushes,"All Products,Beard Grooming,Combs and Brushes",true,active,carbon-pick,,Title,Default,,,,,14.99,,,,0.00,true,,shopify,0,deny,2,g,true,manual,/Shared/Images/Product/Carbon-Fiber-Beard-Pick/IMG_1142.jpg,1,Carbon Fiber Beard Pick,,false,Carbon Fiber Beard Pick,"Model 7 Carbon Fiber is the ultimate new detangling, styling, and pick comb for men & women of all backgrounds. At 6"" (15.2 cm) high and 2.7"" (6.8 cm) wide, with teeth up to 3"" (7.6 cm) long, it's perfect for long, curly, natural, and thick hair, as well as big beards, Afros, and pompadour ha",,,,,,,new,,,,,,
Mountain High Beard Balm,mountain-high-beard-balm,"<h3>Description</h3><p>Mountain High Beard Oil is our newest blend. This spruce+spearmint+rosemary blend was inspired by a trip to the Colorado mountains.</p>
<p>Texas Beard Company Beard Balm is has similar properties and benefits to our <a href=""/beard-oil"">all natural beard oils</a>. It will help keep your hair healthy, strong, and manageable.</p>
<p>In addition to oils we blend in naturally deodorized Shea Butter, Cocoa Butter, and Coconut oil. We use naturally deodorized butters because you don't want your balm to smell like chocolate!</p>
<p>Unlike other balms on the market, ours has no wax. This means that our balm will not be as hard as others and also much easier to apply. </p>
<p>Comes in a 2oz tin.</p><hr><h3>Ingredients</h3><p>Texas Beard Company products are made with all natural ingredients.</p>
<p>Base Balm Blend</p>
<ul><li>Cocoa Butter</li><li>Shea Butter</li><li>Coconut Oil</li><li>Golden Jojoba Oil</li><li>Sweet Almond Oil</li><li>Grapeseed Oil</li><li>Avocado Oil</li></ul>
<p>Essential Oil (Scent) Blend</p>
<ul><li>Spruce</li><li>Spearmint</li><li>Rosemary</li></ul>",Texas Beard Company,All Products > Beard Care > Beard Oil & Balm > Beard Balms,Beard Balms,"All Products,Beard Care,Beard Oil & Balm,Beard Balms,Scents,Mountain High,All Products,Beard Care,Beard Oil & Balm,Singles",true,active,balm-mtn,,Title,Default,,,,,19.99,,,,0.00,true,,shopify,0,deny,6,g,true,manual,/Shared/Images/Product/Mountain-High-Beard-Balm/mountain_high_balm.jpg,1,Mountain High Beard Balm,,false,Mountain High Beard Balm,"Mountain High Beard Oil is our newest blend. This spruce+spearmint+rosemary blend was inspired by a trip to the Colorado mountains.
Texas Beard Company Beard Balm is has similar properties and benefits to our all natural beard oils. It will help keep your hair healthy, strong, and ma",,,,balm-mtn,,,new,,,,,,
